"","Active","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP","City","State","lon","lat","InitialRegistration","FacilitySqFt","Employees","Services","EstSales","EstFacilitySize"
"1655","Ceftazidime","Premier Pharmacy Labs, Inc","Surgical",5,88,23,686,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1656","Droperidol","Premier Pharmacy Labs, Inc","Surgical",3,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1657","Ephedrine Sulfate","Premier Pharmacy Labs, Inc","Surgical",21,88,23,686,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1658","Glycopyrrolate","Premier Pharmacy Labs, Inc","Surgical",19,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1659","Hydromorphone Hydrochloride","Premier Pharmacy Labs, Inc","Surgical",18,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1660","Isoproterenol Hydrochloride","Premier Pharmacy Labs, Inc","Surgical",6,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1661","Morphine Sulfate","Premier Pharmacy Labs, Inc","Surgical",21,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1662","Neostigmine Methylsulfate","Premier Pharmacy Labs, Inc","Surgical",24,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1663","Nitroglycerin","Premier Pharmacy Labs, Inc","Surgical",3,88,23,686,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1664","Papaverine Hydrochloride; Phentolamine Mesylate","Premier Pharmacy Labs, Inc","Surgical",3,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1665","Phenylephrine Hydrochloride","Premier Pharmacy Labs, Inc","Surgical",28,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1666","Progesterone","Premier Pharmacy Labs, Inc","Surgical",10,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1667","Promethazine Hydrochloride","Premier Pharmacy Labs, Inc","Surgical",3,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1668","Rocuronium Bromide","Premier Pharmacy Labs, Inc","Surgical",13,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1669","Sodium Bicarbonate","Premier Pharmacy Labs, Inc","Surgical",13,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1670","Succinylcholine Chloride","Premier Pharmacy Labs, Inc","Surgical",18,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1671","Tetracaine Hydrochloride","Premier Pharmacy Labs, Inc","Surgical",7,88,23,686,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1672","Trypan Blue","Premier Pharmacy Labs, Inc","Surgical",3,88,23,686,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"1673","Amiodarone Hydrochloride","QuVa Pharma, Inc.","Surgical",4,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1674","Bupivacaine Hydrochloride","QuVa Pharma, Inc.","Surgical",11,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1675","Bupivacaine Hydrochloride; Fentanyl Citrate","QuVa Pharma, Inc.","Surgical",5,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1676","Diltiazem Hydrochloride","QuVa Pharma, Inc.","Surgical",12,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1677","Droperidol","QuVa Pharma, Inc.","Surgical",3,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1678","Ephedrine Sulfate","QuVa Pharma, Inc.","Surgical",21,85,32,686,"Y","Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1679","Fentanyl Citrate","QuVa Pharma, Inc.","Surgical",20,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1680","Glycopyrrolate","QuVa Pharma, Inc.","Surgical",19,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1681","Heparin Sodium","QuVa Pharma, Inc.","Surgical",7,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1682","Hydromorphone Hydrochloride","QuVa Pharma, Inc.","Surgical",18,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1683","Ketamine Hydrochloride","QuVa Pharma, Inc.","Surgical",14,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1684","Labetalol Hydrochloride","QuVa Pharma, Inc.","Surgical",12,85,32,686,"Y","Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1685","Lidocaine Hydrochloride Anhydrous","QuVa Pharma, Inc.","Surgical",5,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1686","Methadone Hydrochloride","QuVa Pharma, Inc.","Surgical",7,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1687","Midazolam Hydrochloride","QuVa Pharma, Inc.","Surgical",7,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1688","Morphine Sulfate","QuVa Pharma, Inc.","Surgical",21,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1689","Neostigmine Methylsulfate","QuVa Pharma, Inc.","Surgical",24,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1690","Norepinephrine Bitartrate","QuVa Pharma, Inc.","Surgical",14,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1691","Oxytocin","QuVa Pharma, Inc.","Surgical",17,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1692","Phenylephrine Hydrochloride","QuVa Pharma, Inc.","Surgical",28,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1693","Rocuronium Bromide","QuVa Pharma, Inc.","Surgical",13,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1694","Sodium Bicarbonate","QuVa Pharma, Inc.","Surgical",13,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1695","Succinylcholine Chloride","QuVa Pharma, Inc.","Surgical",18,85,32,686,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"1696","Ceftazidime","RAM Pharma, Inc.","Surgical",5,64,12,686,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"1697","Diphenhydramine Hydrochloride","RAM Pharma, Inc.","Surgical",3,64,12,686,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"1698","Ephedrine Sulfate","RAM Pharma, Inc.","Surgical",21,64,12,686,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"1699","Epinephrine","RAM Pharma, Inc.","Surgical",15,64,12,686,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"1700","Labetalol Hydrochloride","RAM Pharma, Inc.","Surgical",12,64,12,686,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"1701","Phenylephrine Hydrochloride, (+/-)","RAM Pharma, Inc.","Surgical",2,64,12,686,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"1702","Tetracaine Hydrochloride","RAM Pharma, Inc.","Surgical",7,64,12,686,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"1703","Cefazolin","RC Outsourcing, LLC","Surgical",2,30,8,686,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"1704","Ceftazidime","RC Outsourcing, LLC","Surgical",5,30,8,686,"Y","Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"1705","Cefuroxime","RC Outsourcing, LLC","Surgical",2,30,8,686,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"1706","Moxifloxacin","RC Outsourcing, LLC","Surgical",3,30,8,686,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"1707","Phenylephrine","RC Outsourcing, LLC","Surgical",5,30,8,686,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"1708","Povidone-Iodine","RC Outsourcing, LLC","Surgical",6,30,8,686,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"1709","Atropine Sulfate","RXQ Compounding, LLC","Surgical",14,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1710","Bupivacaine Hydrochloride","RXQ Compounding, LLC","Surgical",11,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1711","Bupivacaine Hydrochloride; Fentanyl Citrate","RXQ Compounding, LLC","Surgical",5,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1712","Calcium Chloride","RXQ Compounding, LLC","Surgical",5,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1713","Diphenhydramine Hydrochloride","RXQ Compounding, LLC","Surgical",3,119,26,686,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1714","Ephedrine Sulfate","RXQ Compounding, LLC","Surgical",21,119,26,686,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1715","Epinephrine","RXQ Compounding, LLC","Surgical",15,119,26,686,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1716","Esmolol Hydrochloride","RXQ Compounding, LLC","Surgical",5,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1717","Fentanyl Citrate","RXQ Compounding, LLC","Surgical",20,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1718","Glycopyrrolate","RXQ Compounding, LLC","Surgical",19,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1719","Hydromorphone Hydrochloride","RXQ Compounding, LLC","Surgical",18,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1720","Ketamine Hydrochloride","RXQ Compounding, LLC","Surgical",14,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1721","Labetalol Hydrochloride","RXQ Compounding, LLC","Surgical",12,119,26,686,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1722","Lidocaine Hydrochloride Anhydrous","RXQ Compounding, LLC","Surgical",5,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1723","Midazolam","RXQ Compounding, LLC","Surgical",9,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1724","Morphine Sulfate","RXQ Compounding, LLC","Surgical",21,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1725","Moxifloxacin Hydrochloride","RXQ Compounding, LLC","Surgical",9,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1726","Neostigmine Methylsulfate","RXQ Compounding, LLC","Surgical",24,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1727","Oxytocin","RXQ Compounding, LLC","Surgical",17,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1728","Phenylephrine Hydrochloride","RXQ Compounding, LLC","Surgical",28,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1729","Procaine Hydrochloride","RXQ Compounding, LLC","Surgical",4,119,26,686,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1730","Sodium Bicarbonate","RXQ Compounding, LLC","Surgical",13,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1731","Succinylcholine Chloride Dihydrate","RXQ Compounding, LLC","Surgical",2,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1732","Trypan Blue","RXQ Compounding, LLC","Surgical",3,119,26,686,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"1733","Acetaminophen","SCA Pharmaceuticals, LLC","Surgical",2,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1734","Atropine Sulfate","SCA Pharmaceuticals, LLC","Surgical",14,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1735","Diltiazem Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",12,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1736","Ephedrine Sulfate","SCA Pharmaceuticals, LLC","Surgical",21,96,33,686,"Y","Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1737","Esmolol Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",5,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1738","Fentanyl Citrate","SCA Pharmaceuticals, LLC","Surgical",20,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1739","Fentanyl Citrate; Bupivacaine Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",5,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1740","Furosemide","SCA Pharmaceuticals, LLC","Surgical",4,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1741","Glycopyrrolate","SCA Pharmaceuticals, LLC","Surgical",19,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1742","Heparin Sodium","SCA Pharmaceuticals, LLC","Surgical",7,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1743","Hydromorphone Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",18,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1744","Isoproterenol Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",6,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1745","Ketamine Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",14,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1746","Labetalol Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",12,96,33,686,"Y","Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1747","Lidocaine Hydrochloride Anhydrous","SCA Pharmaceuticals, LLC","Surgical",5,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1748","Methadone Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",7,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1749","Methohexital Sodium","SCA Pharmaceuticals, LLC","Surgical",2,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1750","Midazolam Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",7,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1751","Morphine Sulfate","SCA Pharmaceuticals, LLC","Surgical",21,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1752","Neostigmine Methylsulfate","SCA Pharmaceuticals, LLC","Surgical",24,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1753","Norepinephrine Bitartrate","SCA Pharmaceuticals, LLC","Surgical",14,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1754","Oxytocin","SCA Pharmaceuticals, LLC","Surgical",17,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1755","Phenylephrine Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",28,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1756","Remifentanil Hydrochloride","SCA Pharmaceuticals, LLC","Surgical",4,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1757","Rocuronium Bromide","SCA Pharmaceuticals, LLC","Surgical",13,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1758","Sodium Bicarbonate","SCA Pharmaceuticals, LLC","Surgical",13,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1759","Succinylcholine Chloride","SCA Pharmaceuticals, LLC","Surgical",18,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1760","Trisodium Citrate Dihydrate","SCA Pharmaceuticals, LLC","Surgical",7,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1761","Vasopressin, Unspecified","SCA Pharmaceuticals, LLC","Surgical",5,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1762","Vecuronium Bromide","SCA Pharmaceuticals, LLC","Surgical",3,96,33,686,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"1763","Lidocaine; Phenylephrine Hydrochloride; Prilocaine","Sincerus Florida, LLC","Surgical",1,110,3,686,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"1764","Amiodarone Hydrochloride","Ssm Hlth St Clare Hosp-Fnton","Surgical",4,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"1765","Fentanyl Citrate","Ssm Hlth St Clare Hosp-Fnton","Surgical",20,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"1766","Hydromorphone Hydrochloride","Ssm Hlth St Clare Hosp-Fnton","Surgical",18,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"1767","Morphine Sulfate","Ssm Hlth St Clare Hosp-Fnton","Surgical",21,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"1768","Neostigmine Methylsulfate","Ssm Hlth St Clare Hosp-Fnton","Surgical",24,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"1769","Norepinephrine Bitartrate","Ssm Hlth St Clare Hosp-Fnton","Surgical",14,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"1770","Oxytocin","Ssm Hlth St Clare Hosp-Fnton","Surgical",17,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"1771","Phenylephrine Hydrochloride","Ssm Hlth St Clare Hosp-Fnton","Surgical",28,29,11,686,NA,"Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
