"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year"
"4540","Estradiol","18 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4541","Estradiol","20 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4542","Estradiol","18 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4543","Estradiol","12.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4544","Estradiol","15 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4545","Estradiol","25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4546","Estradiol","10 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4547","Estradiol","6 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4548","Testosterone","62.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4549","Testosterone","200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4550","Testosterone","25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4551","Testosterone","200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4552","Testosterone","87.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4553","Testosterone","50 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4554","Testosterone","12.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4555","Testosterone","100 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4556","Testosterone","37.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4557","Testosterone; Triamcinolone Acetonide","12.5 mg; 2.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4558","Testosterone; Triamcinolone Acetonide","37.5 mg; 7.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4559","Testosterone; Triamcinolone Acetonide","100 mg; 20 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4560","Testosterone; Triamcinolone Acetonide","87.5 mg; 17.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4561","Testosterone; Triamcinolone Acetonide","37.5 mg; 7.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4562","Testosterone; Triamcinolone Acetonide","62.5 mg; 12.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4563","Testosterone; Triamcinolone Acetonide","12.5 mg; 2.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4564","Testosterone; Triamcinolone Acetonide","87.5 mg; 17.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4565","Testosterone; Triamcinolone Acetonide","100 mg; 20 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4566","Testosterone; Triamcinolone Acetonide","62.5 mg; 12.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4567","Triamcinolone Acetonide; Testosterone","5 ug; 25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4568","Triamcinolone Acetonide; Testosterone","5 ug; 25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4569","Triamcinolone Acetonide; Testosterone","40 ug; 200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4570","Triamcinolone Acetonide; Testosterone","10 ug; 50 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4571","Triamcinolone Acetonide; Testosterone","40 ug; 200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle",NA,"2019-2"
"4572","Triamcinolone Acetonide; Testosterone","10 ug; 50 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch",NA,"2019-2"
"4573","Estradiol","10 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-345-01)","73693-345-01","2020-1"
"4574","Estradiol","15 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-347-01)","73693-347-01","2020-1"
"4575","Estradiol","25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-350-01)","73693-350-01","2020-1"
"4576","Estradiol","20 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-349-01)","73693-349-01","2020-1"
"4577","Estradiol","6 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-335-01)","73693-335-01","2020-1"
"4578","Estradiol","18 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-348-01)","73693-348-01","2020-1"
"4579","Estradiol","12.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-346-01)","73693-346-01","2020-1"
"4580","Testosterone","50 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-387-01)","73693-387-01","2020-1"
"4581","Testosterone","25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-389-01)","73693-389-01","2020-1"
"4582","Testosterone","12.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-390-01)","73693-390-01","2020-1"
"4583","Testosterone","62.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-383-01)","73693-383-01","2020-1"
"4584","Testosterone","87.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-386-01)","73693-386-01","2020-1"
"4585","Testosterone","100 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-384-01)","73693-384-01","2020-1"
"4586","Testosterone","37.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-388-01)","73693-388-01","2020-1"
"4587","Testosterone","200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-381-01)","73693-381-01","2020-1"
"4588","Testosterone; Triamcinolone Acetonide","62.5 mg; 12.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-366-01)","73693-366-01","2020-1"
"4589","Testosterone; Triamcinolone Acetonide","37.5 mg; 7.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-380-01)","73693-380-01","2020-1"
"4590","Testosterone; Triamcinolone Acetonide","87.5 mg; 17.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-382-01)","73693-382-01","2020-1"
"4591","Testosterone; Triamcinolone Acetonide","12.5 mg; 2.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-363-01)","73693-363-01","2020-1"
"4592","Testosterone; Triamcinolone Acetonide","100 mg; 20 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-367-01)","73693-367-01","2020-1"
"4593","Triamcinolone Acetonide; Testosterone","10 ug; 50 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-365-01)","73693-365-01","2020-1"
"4594","Triamcinolone Acetonide; Testosterone","40 ug; 200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-364-01)","73693-364-01","2020-1"
"4595","Triamcinolone Acetonide; Testosterone","5 ug; 25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-379-01)","73693-379-01","2020-1"
"4596","Estradiol","25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-350-01)","73693-350-01","2020-2"
"4597","Estradiol","15 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-347-01)","73693-347-01","2020-2"
"4598","Estradiol","20 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-349-01)","73693-349-01","2020-2"
"4599","Estradiol","12.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-346-01)","73693-346-01","2020-2"
"4600","Estradiol","18 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-348-01)","73693-348-01","2020-2"
"4601","Estradiol","6 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-335-01)","73693-335-01","2020-2"
"4602","Estradiol","10 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Bottle (73693-345-01)","73693-345-01","2020-2"
"4603","Testosterone","12.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-390-01)","73693-390-01","2020-2"
"4604","Testosterone","50 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-387-01)","73693-387-01","2020-2"
"4605","Testosterone","37.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-388-01)","73693-388-01","2020-2"
"4606","Testosterone","87.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-386-01)","73693-386-01","2020-2"
"4607","Testosterone","62.5 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-383-01)","73693-383-01","2020-2"
"4608","Testosterone","25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-389-01)","73693-389-01","2020-2"
"4609","Testosterone","100 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-384-01)","73693-384-01","2020-2"
"4610","Testosterone","200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-381-01)","73693-381-01","2020-2"
"4611","Testosterone; Triamcinolone Acetonide","100 mg; 20 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-367-01)","73693-367-01","2020-2"
"4612","Testosterone; Triamcinolone Acetonide","87.5 mg; 17.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-382-01)","73693-382-01","2020-2"
"4613","Testosterone; Triamcinolone Acetonide","37.5 mg; 7.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-380-01)","73693-380-01","2020-2"
"4614","Testosterone; Triamcinolone Acetonide","62.5 mg; 12.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-366-01)","73693-366-01","2020-2"
"4615","Testosterone; Triamcinolone Acetonide","12.5 mg; 2.5 ug","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-363-01)","73693-363-01","2020-2"
"4616","Triamcinolone Acetonide; Testosterone","10 ug; 50 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-365-01)","73693-365-01","2020-2"
"4617","Triamcinolone Acetonide; Testosterone","40 ug; 200 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-364-01)","73693-364-01","2020-2"
"4618","Triamcinolone Acetonide; Testosterone","5 ug; 25 mg","pellet, implantable","FARMAKEIO OUTSOURCING LLC","116836033","1 Pellet, Implantable in 1 Pouch (73693-379-01)","73693-379-01","2020-2"
"4619","Calcium Gluconate","2 g/100 mL","injection","Fresenius Kabi Compounding, LLC","080570297","100 Ml in 1 Bag (71506-021-56)","71506-021-56","2019-1"
"4620","Calcium Gluconate","1 g/100 mL","injection","Fresenius Kabi Compounding, LLC","080570297","100 Ml in 1 Bag (71506-020-56)","71506-020-56","2019-1"
"4621","Ephedrine","15 mg/3 mL","injection","Fresenius Kabi Compounding, LLC","080570297","3 Ml in 1 Syringe (71506-022-35)","71506-022-35","2019-1"
"4622","Glycopyrrolate",".6 mg/3 mL","injection","Fresenius Kabi Compounding, LLC","080570297","3 Ml in 1 Syringe (71506-023-03)","71506-023-03","2019-1"
"4623","Ondansetron Hydrochloride","8 mg/50 mL","injection","Fresenius Kabi Compounding, LLC","080570297","50 Ml in 1 Bag (71506-012-55)","71506-012-55","2019-1"
"4624","Oxytocin","30 U/500 mL","injection","Fresenius Kabi Compounding, LLC","080570297","500 Ml in 1 Bag (71506-028-59)","71506-028-59","2019-1"
"4625","Potassium Chloride","20 meq/20 mL","injection","Fresenius Kabi Compounding, LLC","080570297","20 Ml in 1 Syringe (71506-013-20)","71506-013-20","2019-1"
"4626","Vancomycin Hydrochloride","1.5 g/500 mL","injection","Fresenius Kabi Compounding, LLC","080570297","500 Ml in 1 Bag (71506-016-59)","71506-016-59","2019-1"
"4627","Vancomycin Hydrochloride","2 g/500 mL","injection","Fresenius Kabi Compounding, LLC","080570297","500 Ml in 1 Bag (71506-019-59)","71506-019-59","2019-1"
"4628","Vancomycin Hydrochloride",".75 g/250 mL","injection","Fresenius Kabi Compounding, LLC","080570297","250 Ml in 1 Bag (71506-014-58)","71506-014-58","2019-1"
"4629","Vancomycin Hydrochloride","1.75 g/500 mL","injection","Fresenius Kabi Compounding, LLC","080570297","500 Ml in 1 Bag (71506-017-59)","71506-017-59","2019-1"
"4630","Vancomycin Hydrochloride","1 g/250 mL","injection","Fresenius Kabi Compounding, LLC","080570297","250 Ml in 1 Bag (71506-018-58)","71506-018-58","2019-1"
"4631","Vancomycin Hydrochloride","1.25 g/250 mL","injection","Fresenius Kabi Compounding, LLC","080570297","250 Ml in 1 Bag (71506-015-58)","71506-015-58","2019-1"
"4632","Alprostadil; Papaverine Hydrobromide; Phentolamine Mesylate","10 ug/1 mL; 30 mg/1 mL; 1 mg/1 mL","injection","Hybrid Pharma","079665742","10 Ml in 1 Syringe, Plastic (26436-5037-1)","26436-5037-1","2019-1"
"4633","Alprostadil; Papaverine Hydrobromide; Phentolamine Mesylate","10 ug/1 mL; 30 mg/1 mL; 1 mg/1 mL","injection","Hybrid Pharma","079665742","5 Ml in 1 Syringe, Plastic (26436-5037-5)","26436-5037-5","2019-1"
"4634","Ascorbic Acid","500 mg/1 mL","injection","Hybrid Pharma","079665742","50 Ml in 1 Vial, Glass (26436-5001-5)","26436-5001-5","2019-1"
"4635","Ascorbic Acid","500 mg/1 mL","injection","Hybrid Pharma","079665742","50 Ml in 1 Vial, Glass (26436-5213-5)","26436-5213-5","2019-1"
"4636","Baclofen; Bupivacaine Hydrochloride Related Compound A","1 mg/1 mL; 15 mg/1 mL","injection","Hybrid Pharma","079665742","20 Ml in 1 Syringe, Plastic (26436-5171-2)","26436-5171-2","2019-1"
"4637","Cyanocobalamin","1 mg/1 mL","injection","Hybrid Pharma","079665742","30 Ml in 1 Vial (26436-5030-3)","26436-5030-3","2019-1"
"4638","Cyanocobalamin","1000 ug/1 mL","injection","Hybrid Pharma","079665742","30 Ml in 1 Vial, Glass (26436-5009-3)","26436-5009-3","2019-1"
"4639","Doxycycline Hyclate",".25 mg/1 mL","solution/ drops","Hybrid Pharma","079665742","6 Ml in 1 Bottle, Dropper (26436-5150-1)","26436-5150-1","2019-1"
"4640","Estriol","2 mg","suppository","Hybrid Pharma","079665742","1 Suppository in 1 Blister Pack (26436-5342-1)","26436-5342-1","2019-1"
"4641","Estriol","2 mg","capsule","Hybrid Pharma","079665742","100 Capsule in 1 Vial, Plastic (26436-5343-1)","26436-5343-1","2019-1"
"4642","Estriol; Testosterone; Estradiol","1 mg/1 g; 1.5 mg/1 g; 1 mg/1 g","cream","Hybrid Pharma","079665742","35 G in 1 Bottle, Pump (26436-5364-3)","26436-5364-3","2019-1"
"4643","Hydromorphone Hydrochloride","20 mg/1 mL","injection","Hybrid Pharma","079665742","20 Ml in 1 Syringe, Plastic (26436-9001-2)","26436-9001-2","2019-1"
"4644","Hydromorphone Hydrochloride; Bupivacaine Hydrochloride Related Compound A","10 mg/1 mL; 10 mg/1 mL","injection","Hybrid Pharma","079665742","20 Ml in 1 Syringe, Plastic (26436-9000-2)","26436-9000-2","2019-1"
"4645","Hydromorphone Hydrochloride; Bupivacaine Hydrochloride Related Compound A","10 mg/1 mL; 10 mg/1 mL","injection","Hybrid Pharma","079665742","40 Ml in 1 Syringe, Plastic (26436-9000-4)","26436-9000-4","2019-1"
"4646","Hydromorphone Hydrochloride; Bupivacaine Hydrochloride Related Compound A","20 mg/1 mL; 10 mg/1 mL","injection","Hybrid Pharma","079665742","20 Ml in 1 Syringe, Plastic (26436-9020-2)","26436-9020-2","2019-1"
"4647","Lidocaine Hydrochloride Anhydrous","10 mg/1 mL","injection","Hybrid Pharma","079665742","20 Ml in 1 Vial, Glass (26436-5096-2)","26436-5096-2","2019-1"
"4648","Lidocaine Hydrochloride Anhydrous","20 mg/1 mL","injection","Hybrid Pharma","079665742","20 Ml in 1 Vial, Glass (26436-0081-2)","26436-0081-2","2019-1"
"4649","Magnesium Chloride","200 mg/1 mL","injection","Hybrid Pharma","079665742","50 Ml in 1 Vial, Glass (26436-5105-5)","26436-5105-5","2019-1"
