"","Active","Dosage","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP"
"1856","Ketamine Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",14,171,26,686,NA
"1857","Labetalol Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",12,171,26,686,"Y"
"1858","Lidocaine Hydrochloride Anhydrous","injection, solution","RXQ Compounding, LLC","Surgical",5,171,26,686,NA
"1859","Midazolam","injection, solution","RXQ Compounding, LLC","Surgical",9,171,26,686,NA
"1860","Morphine Sulfate","injection, solution","RXQ Compounding, LLC","Surgical",21,171,26,686,NA
"1861","Moxifloxacin Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",9,171,26,686,NA
"1862","Neostigmine Methylsulfate","injection, solution","RXQ Compounding, LLC","Surgical",24,171,26,686,NA
"1863","Oxytocin","injection, solution","RXQ Compounding, LLC","Surgical",17,171,26,686,NA
"1864","Phenylephrine Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",28,171,26,686,NA
"1865","Procaine Hydrochloride","injection, solution","RXQ Compounding, LLC","Surgical",4,171,26,686,"Y"
"1866","Sodium Bicarbonate","injection, solution","RXQ Compounding, LLC","Surgical",13,171,26,686,NA
"1867","Succinylcholine Chloride Dihydrate","injection, solution","RXQ Compounding, LLC","Surgical",2,171,26,686,NA
"1868","Trypan Blue","injection, solution","RXQ Compounding, LLC","Surgical",3,171,26,686,NA
"1869","Acetaminophen","injection, solution","SCA Pharmaceuticals, LLC","Surgical",2,103,33,686,NA
"1870","Atropine Sulfate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",14,103,33,686,NA
"1871","Diltiazem Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",12,103,33,686,NA
"1872","Ephedrine Sulfate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",21,103,33,686,"Y"
"1873","Esmolol Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",5,103,33,686,NA
"1874","Fentanyl Citrate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",20,103,33,686,NA
"1875","Fentanyl Citrate; Bupivacaine Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",5,103,33,686,NA
"1876","Furosemide","injection, solution","SCA Pharmaceuticals, LLC","Surgical",4,103,33,686,NA
"1877","Glycopyrrolate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",19,103,33,686,NA
"1878","Heparin Sodium","injection, solution","SCA Pharmaceuticals, LLC","Surgical",7,103,33,686,NA
"1879","Hydromorphone Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",18,103,33,686,NA
"1880","Isoproterenol Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",6,103,33,686,NA
"1881","Ketamine Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",14,103,33,686,NA
"1882","Labetalol Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",12,103,33,686,"Y"
"1883","Lidocaine Hydrochloride Anhydrous","injection, solution","SCA Pharmaceuticals, LLC","Surgical",5,103,33,686,NA
"1884","Methadone Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",7,103,33,686,NA
"1885","Methohexital Sodium","injection, solution","SCA Pharmaceuticals, LLC","Surgical",2,103,33,686,NA
"1886","Midazolam Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",7,103,33,686,NA
"1887","Morphine Sulfate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",21,103,33,686,NA
"1888","Neostigmine Methylsulfate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",24,103,33,686,NA
"1889","Norepinephrine Bitartrate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",14,103,33,686,NA
"1890","Oxytocin","injection, solution","SCA Pharmaceuticals, LLC","Surgical",17,103,33,686,NA
"1891","Phenylephrine Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",28,103,33,686,NA
"1892","Remifentanil Hydrochloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",4,103,33,686,NA
"1893","Rocuronium Bromide","injection, solution","SCA Pharmaceuticals, LLC","Surgical",13,103,33,686,NA
"1894","Sodium Bicarbonate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",13,103,33,686,NA
"1895","Succinylcholine Chloride","injection, solution","SCA Pharmaceuticals, LLC","Surgical",18,103,33,686,NA
"1896","Trisodium Citrate Dihydrate","injection, solution","SCA Pharmaceuticals, LLC","Surgical",7,103,33,686,NA
"1897","Vasopressin, Unspecified","injection, solution","SCA Pharmaceuticals, LLC","Surgical",5,103,33,686,NA
"1898","Vecuronium Bromide","injection, solution","SCA Pharmaceuticals, LLC","Surgical",3,103,33,686,NA
"1899","Lidocaine; Phenylephrine Hydrochloride; Prilocaine","ointment","Sincerus Florida, LLC","Surgical",1,149,3,686,NA
"1900","Amiodarone Hydrochloride","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",4,29,11,686,NA
"1901","Fentanyl Citrate","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",20,29,11,686,NA
"1902","Hydromorphone Hydrochloride","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",18,29,11,686,NA
"1903","Morphine Sulfate","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",21,29,11,686,NA
"1904","Neostigmine Methylsulfate","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",24,29,11,686,NA
"1905","Norepinephrine Bitartrate","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",14,29,11,686,NA
"1906","Oxytocin","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",17,29,11,686,NA
"1907","Phenylephrine Hydrochloride","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",28,29,11,686,NA
"1908","Succinylcholine Chloride","injection","Ssm Hlth St Clare Hosp-Fnton","Surgical",18,29,11,686,NA
"1909","Norepinephrine","injection, solution","SterRx","Surgical",3,20,8,686,NA
"1910","Phenylephrine Hydrochloride","injection, solution","SterRx","Surgical",28,20,8,686,NA
"1911","Sodium Bicarbonate","injection, solution","SterRx","Surgical",13,20,8,686,NA
"1912","Cyclosporine","solution","Stokes Healthcare","Surgical",2,18,4,686,NA
"1913","Cyclosporine","suspension","Stokes Healthcare","Surgical",2,18,4,686,NA
"1914","Diazepam","injection, solution","Stokes Healthcare","Surgical",4,18,4,686,NA
"1915","Hydromorphone","injection, solution","Stokes Healthcare","Surgical",4,18,4,686,NA
"1916","Methadone Hydrochloride","injection, solution","Stokes Healthcare","Surgical",7,18,4,686,NA
"1917","Acetaminophen","solution","US Compounding, Inc.","Surgical",2,147,21,686,NA
"1918","Brompheniramine Maleate","injection, solution","US Compounding, Inc.","Surgical",2,147,21,686,NA
"1919","Diazepam","suppository","US Compounding, Inc.","Surgical",4,147,21,686,NA
"1920","Ephedrine Sulfate","injection, solution","US Compounding, Inc.","Surgical",21,147,21,686,"Y"
"1921","Glycopyrrolate","injection, solution","US Compounding, Inc.","Surgical",19,147,21,686,NA
"1922","Morphine Sulfate","injection, solution","US Compounding, Inc.","Surgical",21,147,21,686,NA
"1923","Neostigmine Methylsulfate","injection, solution","US Compounding, Inc.","Surgical",24,147,21,686,NA
"1924","Oxytocin","solution","US Compounding, Inc.","Surgical",17,147,21,686,NA
"1925","Phenylephrine Hydrochloride","injection, solution","US Compounding, Inc.","Surgical",28,147,21,686,NA
"1926","Progesterone","cream","US Compounding, Inc.","Surgical",10,147,21,686,NA
"1927","Progesterone","capsule","US Compounding, Inc.","Surgical",10,147,21,686,NA
"1928","Promethazine Hydrochloride","gel","US Compounding, Inc.","Surgical",3,147,21,686,NA
"1929","Succinylcholine Chloride","solution","US Compounding, Inc.","Surgical",18,147,21,686,NA
"1930","Tetracaine Hydrochloride","gel","US Compounding, Inc.","Surgical",7,147,21,686,"Y"
"1931","Progesterone","pellet, implantable","Wells Pharmacy, Inc","Surgical",10,32,5,686,NA
"1932","Ketamine Hydrochloride","injection, solution","ASP Cares","Surgical",14,72,8,686,NA
"1933","Nandrolone Decanoate","injection","ASP Cares","Surgical",5,72,8,686,NA
"1934","Tetracaine Hydrochloride","gel","ASP Cares","Surgical",7,72,8,686,"Y"
"1935","Moxifloxacin Hydrochloride","injection, solution","Avella of Deer Valley, Inc. #38","Surgical",9,38,12,686,NA
"1936","Ephedrine Sulfate","injection, solution","BayCare Central Pharmacy","Surgical",21,14,5,686,"Y"
"1937","Neostigmine Methylsulfate","injection, solution","BayCare Central Pharmacy","Surgical",24,14,5,686,NA
"1938","Oxytocin","injection, solution","BayCare Central Pharmacy","Surgical",17,14,5,686,NA
"1939","Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium; Calcium Gluconate Monohydrate; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine","solution","Central Admixture Pharmacy Services, Inc.","Surgical",1,257,55,686,NA
"1940","Ephedrine Sulfate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","Surgical",21,149,13,686,"Y"
"1941","Epinephrine","injection, powder, for solution","Complete Pharmacy and Medical Solutions","Surgical",15,149,13,686,"Y"
"1942","Oxytocin","injection, powder, for solution","Complete Pharmacy and Medical Solutions","Surgical",17,149,13,686,NA
"1943","Progesterone","cream","Complete Pharmacy and Medical Solutions","Surgical",10,149,13,686,NA
"1944","Adenosine; Lidocaine Hydrochloride; Magnesium Sulfate, Unspecified","injection, solution","Denver Solutions, LLC dba Leiters Health","Surgical",1,66,21,686,NA
"1945","Fentanyl Citrate","injection","Exela Pharma Sciences, LLC.","Surgical",20,10,3,686,NA
"1946","Midazolam Hydrochloride","injection","Exela Pharma Sciences, LLC.","Surgical",7,10,3,686,NA
"1947","Norepinephrine Bitartrate","injection","Exela Pharma Sciences, LLC.","Surgical",14,10,3,686,NA
"1948","Atropine Sulfate","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",14,57,19,686,NA
"1949","Hydromorphone Hydrochloride","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",18,57,19,686,NA
"1950","Moxifloxacin Hydrochloride","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",9,57,19,686,NA
"1951","Trisodium Citrate Dihydrate; Gentamicin Sulfate","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",2,57,19,686,NA
"1952","Moxifloxacin Hydrochloride","injection, solution","Imprimis NJOF, LLC","Surgical",9,49,7,686,NA
"1953","Moxifloxacin Hydrochloride; Dexamethasone Sodium Phosphate","injection, solution","Imprimis NJOF, LLC","Surgical",1,49,7,686,NA
"1954","Ondansetron Hydrochloride; Ketamine Hydrochloride; Midazolam","troche","Imprimis NJOF, LLC","Surgical",1,49,7,686,NA
"1955","Povidone-Iodine","solution/ drops","Imprimis NJOF, LLC","Surgical",6,49,7,686,NA
"1956","Tetracaine Hydrochloride","gel","KRS GLOBAL BIOTECHNOLOGY, INC.","Surgical",7,101,17,686,"Y"
"1957","Fentanyl Citrate; Bupivacaine Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",5,97,33,686,NA
"1958","Norepinephrine","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",3,97,33,686,NA
"1959","Epinephrine","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",15,55,20,686,"Y"
"1960","Oxytocin","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",17,55,20,686,NA
"1961","Sodium Glycolate","injection","Pine Pharmaceuticals LLC","Surgical",1,86,19,686,NA
"1962","Sodium Oxalate","injection","Pine Pharmaceuticals LLC","Surgical",1,86,19,686,NA
"1963","Bupivacaine Hydrochloride","solution","QuVa Pharma, Inc.","Surgical",11,93,32,686,NA
"1964","Epinephrine","injection","QuVa Pharma, Inc.","Surgical",15,93,32,686,"Y"
"1965","Fentanyl Citrate; Bupivacaine Hydrochloride","injection","QuVa Pharma, Inc.","Surgical",5,93,32,686,NA
"1966","Procaine Hydrochloride","injection, solution","RAM Pharma, Inc.","Surgical",4,72,12,686,"Y"
"1967","Atropine Sulfate","solution/ drops","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","Surgical",14,38,6,686,NA
"1968","Isopropyl Alcohol","solution","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","Surgical",5,38,6,686,NA
"1969","Ketamine Hydrochloride","injection, solution","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","Surgical",14,38,6,686,NA
"1970","Midazolam","injection, solution","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","Surgical",9,38,6,686,NA
"1971","Progesterone","capsule","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","Surgical",10,38,6,686,NA
"1972","Diltiazem Hydrochloride","injection, solution","SterRx","Surgical",12,20,8,686,NA
"1973","Epinephrine","injection, solution","SterRx","Surgical",15,20,8,686,"Y"
"1974","Phentolamine Mesylate; Papaverine Hydrochloride; Atropine","injection, solution","Wells Pharmacy, Inc","Surgical",1,32,5,686,NA
"1975","Phenylephrine","injection, solution","Wells Pharmacy, Inc","Surgical",5,32,5,686,NA
"1976","Fentanyl Citrate","injection, solution","Apollo Care, LLC","Surgical",20,14,5,686,NA
"1977","Naloxone Hydrochloride","solution","ASP Cares","Surgical",1,72,8,686,NA
"1978","Succinylcholine Chloride","injection, solution","BayCare Central Pharmacy","Surgical",18,14,5,686,NA
"1979","Isopropyl Alcohol","liquid","Brookfield Medical Surgical Supply","Surgical",5,12,2,686,NA
"1980","Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Glutamic Acid; Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Calcium Gluconate Monohydrate; Heparin Sodium","solution","Central Admixture Pharmacy Services, Inc.","Surgical",1,257,55,686,NA
"1981","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","Surgical",1,257,55,686,NA
"1982","Dexmedetomidine Hydrochloride","injection, solution","Denver Solutions, LLC dba Leiters Health","Surgical",3,66,21,686,NA
"1983","Ketamine Hydrochloride","injection, solution","Denver Solutions, LLC dba Leiters Health","Surgical",14,66,21,686,NA
"1984","Norepinephrine Bitartrate","solution","Edge Pharmacy Services LLC","Surgical",14,142,25,686,NA
"1985","Fentanyl Citrate","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",20,57,19,686,NA
"1986","Methadone Hydrochloride","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",7,57,19,686,NA
"1987","Midazolam","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",9,57,19,686,NA
"1988","Morphine Sulfate","solution","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Surgical",21,57,19,686,NA
"1989","Ephedrine Sulfate","solution","KRS Global Biotechnology, Inc.","Surgical",21,107,22,686,"Y"
"1990","Fentanyl Citrate","solution","KRS Global Biotechnology, Inc.","Surgical",20,107,22,686,NA
"1991","Glycopyrrolate","solution","KRS Global Biotechnology, Inc.","Surgical",19,107,22,686,NA
"1992","Isopropyl Alcohol","solution","KRS Global Biotechnology, Inc.","Surgical",5,107,22,686,NA
"1993","Isoproterenol Hydrochloride","solution","KRS Global Biotechnology, Inc.","Surgical",6,107,22,686,NA
"1994","Ketamine","solution","KRS Global Biotechnology, Inc.","Surgical",4,107,22,686,NA
"1995","Labetalol Hydrochloride","solution","KRS Global Biotechnology, Inc.","Surgical",12,107,22,686,"Y"
"1996","Moxifloxacin","solution","KRS Global Biotechnology, Inc.","Surgical",3,107,22,686,NA
"1997","Neostigmine Methylsulfate","solution","KRS Global Biotechnology, Inc.","Surgical",24,107,22,686,NA
"1998","Norepinephrine","solution","KRS Global Biotechnology, Inc.","Surgical",3,107,22,686,NA
"1999","Rocuronium Bromide","solution","KRS Global Biotechnology, Inc.","Surgical",13,107,22,686,NA
"2000","Succinylcholine Chloride","solution","KRS Global Biotechnology, Inc.","Surgical",18,107,22,686,NA
"2001","Atropine Sulfate","injection","MedisourceRx","Surgical",14,6,1,686,NA
"2002","Epinephrine Hydrochloride","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",2,97,33,686,NA
"2003","Midazolam","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",9,97,33,686,NA
"2004","Ropivacaine Hydrochloride; Ketamine; Ketorolac Tromethamine","injection, solution","Nephron Sterile Compounding Center, LLC","Surgical",1,97,33,686,NA
"2005","Heparin Sodium","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",7,55,20,686,NA
"2006","Labetalol Hydrochloride","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",12,55,20,686,"Y"
"2007","Midazolam Hydrochloride","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",7,55,20,686,NA
"2008","Norepinephrine Bitartrate","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","Surgical",14,55,20,686,NA
"2009","Fentanyl Citrate","injection, solution","OurPharma LLC","Surgical",20,2,1,686,NA
"2010","Trisodium Citrate Dihydrate","injection","QuVa Pharma, Inc.","Surgical",7,93,32,686,NA
"2011","Nitroglycerin","ointment","RAM Pharma, Inc.","Surgical",3,72,12,686,"Y"
"2012","Fentanyl Citrate","injection","STAQ Pharma Inc","Surgical",20,11,5,686,NA
"2013","Ketamine Hydrochloride","injection","STAQ Pharma Inc","Surgical",14,11,5,686,NA
"2014","Succinylcholine","injection, solution","SterRx","Surgical",1,20,8,686,NA
"2015","Furosemide","injection, solution","US Compounding, Inc.","Surgical",4,147,21,686,NA
"2016","Hydromorphone","injection, solution","US Compounding, Inc.","Surgical",4,147,21,686,NA
"2017","Isopropyl Alcohol","solution","US Compounding, Inc.","Surgical",5,147,21,686,NA
"2018","Midazolam","injection, solution","US Compounding, Inc.","Surgical",9,147,21,686,NA
